userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,,,,3,24,2019-11-21,th
tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,,มันเป็นอดีตไปแล้ว,,1,29,2020-01-21,en
ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ผู้นำแห่งศาตร์มืด,สิริเสอลีน,,17,28,2019-12-07,en
QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,,,,15,56,2019-12-09,en
hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,,,,0,2,2020-01-16,en
kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,,ชื่อ สุ ค่ะ,,3,20,2019-12-06,en
xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,,,,0,49,2020-01-02,th
AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,,,,0,38,2019-12-09,en
PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,,,,2,18,2020-01-14,en
zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,,เป็นคนดีค่ะ,,0,4,2019-12-06,en
9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,samutprakan,i love keawnam,,0,14,2019-12-07,en
HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,,,,1,71,2020-01-24,en
mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,,นอนมากๆประโยชน์เหลือเฟือ,,0,5,2020-01-09,en
chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,,,,2,7,2020-01-10,th
703UXBKfpcCOHDYUavZFlNuuomMvSDMCfsq7WYMBHI=,703UXBKfpcCOHDYUavZFlNuuomMvSDMCfsq7WYMBHI=,703UXBKfpcCOHDYUavZFlNuuomMvSDMCfsq7WYMBHI=,,,,0,2,2020-01-09,en
CNNB7rlmHJQ3VbxMtk8NbqngW51xrNT1Feo2VuvCJXU=,CNNB7rlmHJQ3VbxMtk8NbqngW51xrNT1Feo2VuvCJXU=,CNNB7rlmHJQ3VbxMtk8NbqngW51xrNT1Feo2VuvCJXU=,,ความรักอันอบอุ่น,,0,2,2020-01-09,en
yF3UsPaq9XzYqWNxBaEivny8KgpNgybTKJLXKNw0lCk=,yF3UsPaq9XzYqWNxBaEivny8KgpNgybTKJLXKNw0lCk=,yF3UsPaq9XzYqWNxBaEivny8KgpNgybTKJLXKNw0lCk=,,,,3,9,2019-12-08,en
VFUZErvT+bvsZzdDMaYbsGt2OeodBEJ2+2A9EHGaE=,VFUZErvT+bvsZzdDMaYbsGt2OeodBEJ2+2A9EHGaE=,VFUZErvT+bvsZzdDMaYbsGt2OeodBEJ2+2A9EHGaE=,,,,0,8,2019-12-08,th
xuBNIi0V41tzz0JbS8hLUBCXtkr17HCQ7dYmpGjgQUw=,xuBNIi0V41tzz0JbS8hLUBCXtkr17HCQ7dYmpGjgQUw=,xuBNIi0V41tzz0JbS8hLUBCXtkr17HCQ7dYmpGjgQUw=,,สายบ้นเทิง,,0,15,2019-11-21,th
CTZz7hNRTliQYwE6u2qLrp4jxUR6sB5rIXHM4t15TU4=,CTZz7hNRTliQYwE6u2qLrp4jxUR6sB5rIXHM4t15TU4=,CTZz7hNRTliQYwE6u2qLrp4jxUR6sB5rIXHM4t15TU4=,,,,0,24,2019-12-07,en
5psTSHyvfFAePkc9OV9yzsIfK1dgkO71JH0csfmvGDE=,5psTSHyvfFAePkc9OV9yzsIfK1dgkO71JH0csfmvGDE=,5psTSHyvfFAePkc9OV9yzsIfK1dgkO71JH0csfmvGDE=,,,,1,5,2020-01-09,en
X6dweQgn9QrsdqQKIMtQKzHErf9onmmDhLpnAx22+Nw=,X6dweQgn9QrsdqQKIMtQKzHErf9onmmDhLpnAx22+Nw=,X6dweQgn9QrsdqQKIMtQKzHErf9onmmDhLpnAx22+Nw=,,,,0,28,2019-12-08,th
E7htQv8ZmyD23MMYqWHXn8sGfPgGTRTLpQFIadhiI7Q=,E7htQv8ZmyD23MMYqWHXn8sGfPgGTRTLpQFIadhiI7Q=,E7htQv8ZmyD23MMYqWHXn8sGfPgGTRTLpQFIadhiI7Q=,,,,0,1,2020-01-09,en
KuNd4VkGaY8wjfE0riNY9M70+EUVs+ClWqwhMVO94k=,KuNd4VkGaY8wjfE0riNY9M70+EUVs+ClWqwhMVO94k=,KuNd4VkGaY8wjfE0riNY9M70+EUVs+ClWqwhMVO94k=,,สวยมาน่นแล้วค่ะ,,3,10,2019-12-06,en
AJr+oYk7cTAf7TtAxWXbthRXf49jazRmSsLzauFqEhc=,AJr+oYk7cTAf7TtAxWXbthRXf49jazRmSsLzauFqEhc=,AJr+oYk7cTAf7TtAxWXbthRXf49jazRmSsLzauFqEhc=,,อยู่ที่จะทำ,,4,138,2020-01-14,en
vgIX9MjQyLfi1Qhzy3LBWHX3tUHnLQXBDZCb2NfLko=,vgIX9MjQyLfi1Qhzy3LBWHX3tUHnLQXBDZCb2NfLko=,vgIX9MjQyLfi1Qhzy3LBWHX3tUHnLQXBDZCb2NfLko=,,หิวกินข้าว ห้าวกินตีน,,5,103,2019-12-07,th
VzWXnjuswDtusk1cvcmoTtDouVXo7Qmnsm8Y+5JYBQ=,VzWXnjuswDtusk1cvcmoTtDouVXo7Qmnsm8Y+5JYBQ=,VzWXnjuswDtusk1cvcmoTtDouVXo7Qmnsm8Y+5JYBQ=,,,,0,11,2019-12-08,th
45H6lT4sIAQVwHSmuDvJBpBe3b9ZkWHd7yv3fsginzM=,45H6lT4sIAQVwHSmuDvJBpBe3b9ZkWHd7yv3fsginzM=,45H6lT4sIAQVwHSmuDvJBpBe3b9ZkWHd7yv3fsginzM=,,,,0,2,2020-01-09,en
pG6fMcH8xnx4RhKKRbVha34cejWg3zQFGVZhwV680U=,pG6fMcH8xnx4RhKKRbVha34cejWg3zQFGVZhwV680U=,pG6fMcH8xnx4RhKKRbVha34cejWg3zQFGVZhwV680U=,,,,32,73,2019-12-09,th
V274c2G8vjArTIOe9TmfJasUDUtJ+tx2vEtt9+32i4=,V274c2G8vjArTIOe9TmfJasUDUtJ+tx2vEtt9+32i4=,V274c2G8vjArTIOe9TmfJasUDUtJ+tx2vEtt9+32i4=,,เลือกสิ่งที่ควรเลือก,,1,21,2019-12-09,en
bv6oyitokRyq0zp7hArGwFUGfl26TYo1rSWAhW3ahI=,bv6oyitokRyq0zp7hArGwFUGfl26TYo1rSWAhW3ahI=,bv6oyitokRyq0zp7hArGwFUGfl26TYo1rSWAhW3ahI=,,,,1,19,2020-02-11,th
mBezd7UMiebn4hHecFrIHThVPj7FdItPdrW9kuAh6H4=,mBezd7UMiebn4hHecFrIHThVPj7FdItPdrW9kuAh6H4=,mBezd7UMiebn4hHecFrIHThVPj7FdItPdrW9kuAh6H4=,,ขำๆ,,0,3,2020-01-15,en
bCK7FySPZGhiqVeCBY3EqQHi01SeRLU9Y8jJQtjOlRY=,bCK7FySPZGhiqVeCBY3EqQHi01SeRLU9Y8jJQtjOlRY=,bCK7FySPZGhiqVeCBY3EqQHi01SeRLU9Y8jJQtjOlRY=,,,,0,2,2020-01-03,th
eNu51949DqYG+iAJrML7KJRuLrfcAe+gi+tXN6xnf7s=,eNu51949DqYG+iAJrML7KJRuLrfcAe+gi+tXN6xnf7s=,eNu51949DqYG+iAJrML7KJRuLrfcAe+gi+tXN6xnf7s=,,ชอบเที่ยว ชอบคุย พบปะคนใหม่,,0,1,2019-11-05,en
mEiNdfvMN5Gob2UzOkNPqKoa2w2cvf8FUDlYdSvnRhI=,mEiNdfvMN5Gob2UzOkNPqKoa2w2cvf8FUDlYdSvnRhI=,mEiNdfvMN5Gob2UzOkNPqKoa2w2cvf8FUDlYdSvnRhI=,,,,0,1,2020-01-16,en
lU3LqKlXpm6Ab30XNDZSqTfPkGv8EjoIiknR1cq6O0Q=,lU3LqKlXpm6Ab30XNDZSqTfPkGv8EjoIiknR1cq6O0Q=,lU3LqKlXpm6Ab30XNDZSqTfPkGv8EjoIiknR1cq6O0Q=,,,,6,66,2019-12-07,th
IzOhJOD1aU5XOwcBCOwvPiNKbs2Yo61yTz+xCM7s81o=,IzOhJOD1aU5XOwcBCOwvPiNKbs2Yo61yTz+xCM7s81o=,IzOhJOD1aU5XOwcBCOwvPiNKbs2Yo61yTz+xCM7s81o=,,,,0,22,2020-01-15,th
ZszZlbVH60DKCHBhOAfvY8EZg1ZTKnlLV7MSFmzM4U=,ZszZlbVH60DKCHBhOAfvY8EZg1ZTKnlLV7MSFmzM4U=,ZszZlbVH60DKCHBhOAfvY8EZg1ZTKnlLV7MSFmzM4U=,,ยินดีที่รู้จัก,,1,34,2019-12-08,en
uUWgc8yJxXDjUEgi5vQmg5IqwRuvho0iQTTSGxEeGQM=,uUWgc8yJxXDjUEgi5vQmg5IqwRuvho0iQTTSGxEeGQM=,uUWgc8yJxXDjUEgi5vQmg5IqwRuvho0iQTTSGxEeGQM=,,ชอบออกกำลังกาย🏋️,,1,3,2020-01-09,th
cv6kMfk61MZPhpya+NcppZiKIPeIQ9IGn7UgQdOMz7g=,cv6kMfk61MZPhpya+NcppZiKIPeIQ9IGn7UgQdOMz7g=,cv6kMfk61MZPhpya+NcppZiKIPeIQ9IGn7UgQdOMz7g=,,,,4,68,2019-11-07,th
RuevkISURxn7iI5kcJyOr30GLIUqCBgNnUZGxM2NmyA=,RuevkISURxn7iI5kcJyOr30GLIUqCBgNnUZGxM2NmyA=,RuevkISURxn7iI5kcJyOr30GLIUqCBgNnUZGxM2NmyA=,,,,1,23,2019-12-08,th
X9jwLw+55sNJRDwpcApHxqYkHb8ORwDAVBFZSt79k=,X9jwLw+55sNJRDwpcApHxqYkHb8ORwDAVBFZSt79k=,X9jwLw+55sNJRDwpcApHxqYkHb8ORwDAVBFZSt79k=,,,,2,10,2020-01-11,th
JsR3VdH3GvFLCPrwscAvSqh5y1kHNd2WoSE8GisMmac=,JsR3VdH3GvFLCPrwscAvSqh5y1kHNd2WoSE8GisMmac=,JsR3VdH3GvFLCPrwscAvSqh5y1kHNd2WoSE8GisMmac=,,สายลม แสงแดด,,1,24,2020-01-31,en
PfVJncRffWlMwnrOft1dUZkV97IRnjlUTPqQQx5szHE=,PfVJncRffWlMwnrOft1dUZkV97IRnjlUTPqQQx5szHE=,PfVJncRffWlMwnrOft1dUZkV97IRnjlUTPqQQx5szHE=,,,,3,7,2019-12-08,en
S0DYooIOCVbq5kZGy3vKtzWaDsYFmg+BVcb47JH2IXs=,S0DYooIOCVbq5kZGy3vKtzWaDsYFmg+BVcb47JH2IXs=,S0DYooIOCVbq5kZGy3vKtzWaDsYFmg+BVcb47JH2IXs=,,,,0,2,2020-01-13,th
nNhNFv46kzfRuGlEQFBW2rMGoOYUFhyTr0KpEPcxI4=,nNhNFv46kzfRuGlEQFBW2rMGoOYUFhyTr0KpEPcxI4=,nNhNFv46kzfRuGlEQFBW2rMGoOYUFhyTr0KpEPcxI4=,,,,5,61,2020-01-09,th
VoeCpdSFDm6v18Ex47yRzzUdghBmlY1tsd3bTEg1cI=,VoeCpdSFDm6v18Ex47yRzzUdghBmlY1tsd3bTEg1cI=,VoeCpdSFDm6v18Ex47yRzzUdghBmlY1tsd3bTEg1cI=,,,,1,1,2020-01-13,en
1rGwrdtZ73IjAokbLgns8V7t1tVz576AQKtBxwqo=,1rGwrdtZ73IjAokbLgns8V7t1tVz576AQKtBxwqo=,1rGwrdtZ73IjAokbLgns8V7t1tVz576AQKtBxwqo=,,^^,,0,1,2020-01-14,en
VPLMMohK0ccj+ihN2p0yUObqcbt8xpFojrgrJLMn5I=,VPLMMohK0ccj+ihN2p0yUObqcbt8xpFojrgrJLMn5I=,VPLMMohK0ccj+ihN2p0yUObqcbt8xpFojrgrJLMn5I=,,,,1,8,2020-01-28,th
VhBPvQz4rpdvfjHxLhPyCadGtcpfo0x97qOIBDQW9FI=,VhBPvQz4rpdvfjHxLhPyCadGtcpfo0x97qOIBDQW9FI=,VhBPvQz4rpdvfjHxLhPyCadGtcpfo0x97qOIBDQW9FI=,,,,3,108,2019-12-07,th
RAjb1nfmHRNp6hTZfTSCxitv0u4EmwbMAIPpSyBqxz8=,RAjb1nfmHRNp6hTZfTSCxitv0u4EmwbMAIPpSyBqxz8=,RAjb1nfmHRNp6hTZfTSCxitv0u4EmwbMAIPpSyBqxz8=,,i'm SAD,,0,2,2020-01-14,en
ZUhjrOVYvxJC26MAyv5HdxnoqEjAuht5FlNqu4a+oo=,ZUhjrOVYvxJC26MAyv5HdxnoqEjAuht5FlNqu4a+oo=,ZUhjrOVYvxJC26MAyv5HdxnoqEjAuht5FlNqu4a+oo=,,,,0,4,2019-12-09,en
HxIbd06dRrhmZMM+vGna8QVdN0aRuVmeqI3lxueJ4=,HxIbd06dRrhmZMM+vGna8QVdN0aRuVmeqI3lxueJ4=,HxIbd06dRrhmZMM+vGna8QVdN0aRuVmeqI3lxueJ4=,,,,1,9,2020-02-21,en
8ZkDgiZ1Zk6tPFouqTfuAKW70U1E4KvfPkuvTSPtHM=,8ZkDgiZ1Zk6tPFouqTfuAKW70U1E4KvfPkuvTSPtHM=,8ZkDgiZ1Zk6tPFouqTfuAKW70U1E4KvfPkuvTSPtHM=,,,,0,10,2020-01-15,th
RlhPHIVm4umvGjKlwELMvFoCwZZ2XRUnA+nK5MXYYM=,RlhPHIVm4umvGjKlwELMvFoCwZZ2XRUnA+nK5MXYYM=,RlhPHIVm4umvGjKlwELMvFoCwZZ2XRUnA+nK5MXYYM=,,งั่มๆ,,1,19,2020-01-03,th
rWrKoK16+a+vttN19+ivjHP+inLuby7vaBwcbfMdU=,rWrKoK16+a+vttN19+ivjHP+inLuby7vaBwcbfMdU=,rWrKoK16+a+vttN19+ivjHP+inLuby7vaBwcbfMdU=,,asdasdasd,,0,0,2019-12-08,en
hyV1ACMNgiwq3hRcefIrqPTo5VHJjJDlG3wNtQ3H9F8=,hyV1ACMNgiwq3hRcefIrqPTo5VHJjJDlG3wNtQ3H9F8=,hyV1ACMNgiwq3hRcefIrqPTo5VHJjJDlG3wNtQ3H9F8=,,ง่วง,,0,1,2020-01-14,en
AeIcq7MGVaxXbfyAuIzIlkQb3yK52o6XlwXGJSnA=,AeIcq7MGVaxXbfyAuIzIlkQb3yK52o6XlwXGJSnA=,AeIcq7MGVaxXbfyAuIzIlkQb3yK52o6XlwXGJSnA=,,ใจถึง พึ่งได้,,0,22,2019-11-05,en
iwJpk0SMbnw7WmWVi371BL3432bFFk898LTbWPSTIhY=,iwJpk0SMbnw7WmWVi371BL3432bFFk898LTbWPSTIhY=,iwJpk0SMbnw7WmWVi371BL3432bFFk898LTbWPSTIhY=,,,,2,10,2020-01-09,th
668LPSmWGX7Od7CM9yJja1aoSaCGkJWfnvEnemQAco=,668LPSmWGX7Od7CM9yJja1aoSaCGkJWfnvEnemQAco=,668LPSmWGX7Od7CM9yJja1aoSaCGkJWfnvEnemQAco=,,,,0,1,2019-12-08,en
nUmUkrkc4Ch0O9JXwW1s4WhzH62wja30VC91vT3Va5A=,nUmUkrkc4Ch0O9JXwW1s4WhzH62wja30VC91vT3Va5A=,nUmUkrkc4Ch0O9JXwW1s4WhzH62wja30VC91vT3Va5A=,,ได้หมดถ้าสดชื่น,,1,46,2020-03-26,en
NvZg+T7qtOiC3384o4IBrX+nIlhsVKYLnu9tdoRRF48=,NvZg+T7qtOiC3384o4IBrX+nIlhsVKYLnu9tdoRRF48=,NvZg+T7qtOiC3384o4IBrX+nIlhsVKYLnu9tdoRRF48=,ประเทศไทย,,,1,16,2019-12-09,en
ilHNg4FgzMJx+4ccPRL7lyMh5hgdHqWQjbyEpKPjA=,ilHNg4FgzMJx+4ccPRL7lyMh5hgdHqWQjbyEpKPjA=,ilHNg4FgzMJx+4ccPRL7lyMh5hgdHqWQjbyEpKPjA=,,,,0,0,2019-12-09,en
Y3piW6SjbwCoxuV4LOsAmmy1lVLTVPuqMvseUAPprrc=,Y3piW6SjbwCoxuV4LOsAmmy1lVLTVPuqMvseUAPprrc=,Y3piW6SjbwCoxuV4LOsAmmy1lVLTVPuqMvseUAPprrc=,,,,0,29,2019-12-03,th
LinMoXWE9gVuelxF0ZfjnHc1jPXdr6vuftSuyRuUlI=,LinMoXWE9gVuelxF0ZfjnHc1jPXdr6vuftSuyRuUlI=,LinMoXWE9gVuelxF0ZfjnHc1jPXdr6vuftSuyRuUlI=,,,,0,3,2019-12-06,en
sHYJYcPgrxmmY5DvvVnv9K6qHCbaA3pCUskTbHdYSxg=,sHYJYcPgrxmmY5DvvVnv9K6qHCbaA3pCUskTbHdYSxg=,sHYJYcPgrxmmY5DvvVnv9K6qHCbaA3pCUskTbHdYSxg=,,เล่นดนตรี,,1,2,2019-12-06,en
4RSSoT2LlCLtTuTEeGVV2blDfRBCJsmVwg23v302rk=,4RSSoT2LlCLtTuTEeGVV2blDfRBCJsmVwg23v302rk=,4RSSoT2LlCLtTuTEeGVV2blDfRBCJsmVwg23v302rk=,,,,24,33,2020-01-21,en
rw76Qn6oUVe416mraMMnv5X5W2H0Mwr9uElSw6Yvgw0=,rw76Qn6oUVe416mraMMnv5X5W2H0Mwr9uElSw6Yvgw0=,rw76Qn6oUVe416mraMMnv5X5W2H0Mwr9uElSw6Yvgw0=,,,,4,7,2019-04-30,th
MIdtGmXmeSJSwTZkEYhuxwqHlsFfndp42EX+PUjLM18=,MIdtGmXmeSJSwTZkEYhuxwqHlsFfndp42EX+PUjLM18=,MIdtGmXmeSJSwTZkEYhuxwqHlsFfndp42EX+PUjLM18=,,-,,0,3,2020-02-20,en
Ovibhrrq2YRUZzg26tql8pZRvyImA0JZnra2om9fSy4=,Ovibhrrq2YRUZzg26tql8pZRvyImA0JZnra2om9fSy4=,Ovibhrrq2YRUZzg26tql8pZRvyImA0JZnra2om9fSy4=,,,,0,9,2019-12-07,en
Mx11V3wHus8eCCMfu3TTWc0K7oCIw4kaq7mP5RzDm8=,Mx11V3wHus8eCCMfu3TTWc0K7oCIw4kaq7mP5RzDm8=,Mx11V3wHus8eCCMfu3TTWc0K7oCIw4kaq7mP5RzDm8=,,,,2,61,2020-01-15,th
MNAC5MotezUKFooQPgVNil+qmQHFgQhsF3ji2drp0=,MNAC5MotezUKFooQPgVNil+qmQHFgQhsF3ji2drp0=,MNAC5MotezUKFooQPgVNil+qmQHFgQhsF3ji2drp0=,,ความงาม ไม่เคยฆ่าใคร,,0,0,2019-12-07,en
tfVUDJJJzkHb4zzUyjci18LCGhApZLItCKPeD4lYdA=,tfVUDJJJzkHb4zzUyjci18LCGhApZLItCKPeD4lYdA=,tfVUDJJJzkHb4zzUyjci18LCGhApZLItCKPeD4lYdA=,,,,0,10,2019-11-05,th
6JL2aLj080a5OenyNBPqBrB+TGKTgNmQTkQcVYu5VOM=,6JL2aLj080a5OenyNBPqBrB+TGKTgNmQTkQcVYu5VOM=,6JL2aLj080a5OenyNBPqBrB+TGKTgNmQTkQcVYu5VOM=,,เรื่อยๆเหมือนรถขายโอ่ง,,8,76,2020-01-10,en
4F3lzehFOei0kxh32kY9T8nsuIHMy5O71mLkzeVFoc=,4F3lzehFOei0kxh32kY9T8nsuIHMy5O71mLkzeVFoc=,4F3lzehFOei0kxh32kY9T8nsuIHMy5O71mLkzeVFoc=,"ห้วยขวาง, กรุงเทพมหานคร",ถ้าเธอพร้อม ฉันก็พร้อม,,16,58,2019-12-06,th
eiUr2fZ9UpEk1n8CxRBAz6Bw64TGef7x6ym7OQ3G8=,eiUr2fZ9UpEk1n8CxRBAz6Bw64TGef7x6ym7OQ3G8=,eiUr2fZ9UpEk1n8CxRBAz6Bw64TGef7x6ym7OQ3G8=,,,,0,4,2019-12-07,en
pdEinROr22D8TI1rKzmSmUK69LBxHJ57Vp65qDwQ5g=,pdEinROr22D8TI1rKzmSmUK69LBxHJ57Vp65qDwQ5g=,pdEinROr22D8TI1rKzmSmUK69LBxHJ57Vp65qDwQ5g=,,ชีวิตนี้ทำเพื่อชาติ,,2,8,2020-01-14,en
SCMiQGYelLtHlC2T4drW1c1g+J6x+iKahoDHydCmvJQ=,SCMiQGYelLtHlC2T4drW1c1g+J6x+iKahoDHydCmvJQ=,SCMiQGYelLtHlC2T4drW1c1g+J6x+iKahoDHydCmvJQ=,,สออ.,,0,39,2020-02-03,en
409gBMVSzWEhljBu8RY43oURtFe9GzwcNaeOytIDPc=,409gBMVSzWEhljBu8RY43oURtFe9GzwcNaeOytIDPc=,409gBMVSzWEhljBu8RY43oURtFe9GzwcNaeOytIDPc=,,,,0,35,2020-01-14,en
9tSJgwR5FjQCmB2ke2ie1WJOp6HAqmFdKQ4IkVM1I=,9tSJgwR5FjQCmB2ke2ie1WJOp6HAqmFdKQ4IkVM1I=,9tSJgwR5FjQCmB2ke2ie1WJOp6HAqmFdKQ4IkVM1I=,,,,1,6,2020-01-10,th
Cjp7a4kTQfuJFXMQ2KXuYr4169Hly25pr3cOM3HhU=,Cjp7a4kTQfuJFXMQ2KXuYr4169Hly25pr3cOM3HhU=,Cjp7a4kTQfuJFXMQ2KXuYr4169Hly25pr3cOM3HhU=,,,,2,24,2020-01-14,th
GT4PfYuFdZNOLYnN1rtyQLcfZjB7xpekwMZyEhDf7A=,GT4PfYuFdZNOLYnN1rtyQLcfZjB7xpekwMZyEhDf7A=,GT4PfYuFdZNOLYnN1rtyQLcfZjB7xpekwMZyEhDf7A=,,ตลกๆ,,0,1,2020-01-15,en
6RZQ9bRZouP2huLiOsXxxBJgqR7kae7zKe9hTx4y0KY=,6RZQ9bRZouP2huLiOsXxxBJgqR7kae7zKe9hTx4y0KY=,6RZQ9bRZouP2huLiOsXxxBJgqR7kae7zKe9hTx4y0KY=,,,,2,16,2020-01-14,th
E83McZ+I770u6oTEdlQ0Y2Nmaf69bGl9g4CyQcvHofs=,E83McZ+I770u6oTEdlQ0Y2Nmaf69bGl9g4CyQcvHofs=,E83McZ+I770u6oTEdlQ0Y2Nmaf69bGl9g4CyQcvHofs=,,,,1,60,2019-11-04,th
HHuIFdMtpW6txzBj1gUzluKCyw16ScVOWVzChrClNmQ=,HHuIFdMtpW6txzBj1gUzluKCyw16ScVOWVzChrClNmQ=,HHuIFdMtpW6txzBj1gUzluKCyw16ScVOWVzChrClNmQ=,,,,0,1,2019-12-07,en
ODV0micBhYkSaAbGFM4ddG4nd568qIXu2ihyx6ZwHA=,ODV0micBhYkSaAbGFM4ddG4nd568qIXu2ihyx6ZwHA=,ODV0micBhYkSaAbGFM4ddG4nd568qIXu2ihyx6ZwHA=,,,,0,2,2020-01-13,th
6ENbhsd2AhxafBPn0WJSkDxk3Mr19Ua9dAlyHrOQmU4=,6ENbhsd2AhxafBPn0WJSkDxk3Mr19Ua9dAlyHrOQmU4=,6ENbhsd2AhxafBPn0WJSkDxk3Mr19Ua9dAlyHrOQmU4=,,,,4,9,2019-11-05,en
a4JpNm6uUPkuSkZqlNmrceFDACs3kkP+0c58sYvlAgw=,a4JpNm6uUPkuSkZqlNmrceFDACs3kkP+0c58sYvlAgw=,a4JpNm6uUPkuSkZqlNmrceFDACs3kkP+0c58sYvlAgw=,,,,1,17,2019-12-08,en
sefGOMiVSUH3cb4lwI5fp3UoZZb5RgciIBLBA3ZUHhc=,sefGOMiVSUH3cb4lwI5fp3UoZZb5RgciIBLBA3ZUHhc=,sefGOMiVSUH3cb4lwI5fp3UoZZb5RgciIBLBA3ZUHhc=,,,,0,2,2020-01-15,th
wCCYrGl3MDG26SbwWTpSUzv0E8w1s1yXfL4rfHcEGh8=,wCCYrGl3MDG26SbwWTpSUzv0E8w1s1yXfL4rfHcEGh8=,wCCYrGl3MDG26SbwWTpSUzv0E8w1s1yXfL4rfHcEGh8=,,,,0,6,2020-01-28,th
l3V2vQJbrw86YpvScvYI3MZoI4UcTeP3miwUMwGpoYM=,l3V2vQJbrw86YpvScvYI3MZoI4UcTeP3miwUMwGpoYM=,l3V2vQJbrw86YpvScvYI3MZoI4UcTeP3miwUMwGpoYM=,,ZZzz...,,0,10,2020-02-04,th
P13jyGNh+KxMIyQ6lyDimvAxNf2MDCXn0G3rbnlqrVY=,P13jyGNh+KxMIyQ6lyDimvAxNf2MDCXn0G3rbnlqrVY=,P13jyGNh+KxMIyQ6lyDimvAxNf2MDCXn0G3rbnlqrVY=,,,,0,17,2019-12-08,en
qpGyNvoM4ebVgBgvCFtCe5a31JuVSIrMqva3phQYLvo=,qpGyNvoM4ebVgBgvCFtCe5a31JuVSIrMqva3phQYLvo=,qpGyNvoM4ebVgBgvCFtCe5a31JuVSIrMqva3phQYLvo=,,,,0,0,2020-01-17,th
CRYCfZ1l+eB6QX8P+D0SvTrgU8wXGXSZ2v49N3jt5Q=,CRYCfZ1l+eB6QX8P+D0SvTrgU8wXGXSZ2v49N3jt5Q=,CRYCfZ1l+eB6QX8P+D0SvTrgU8wXGXSZ2v49N3jt5Q=,,,,0,3,2020-01-13,th
